PlayerID,FullName,FamilyName,GivenName,BirthDate,Position,MainTeam,TournamentsPlayed
P-33481,Predrag Đorđević,Đorđević,Predrag,1972-08-04,Mediocampista,Serbia and Montenegro,1
P-10265,Tony Dorigo,Dorigo,Tony,1965-12-31,Defensa,England,1
P-64142,Doriva,Doriva,not applicable,1972-05-28,Mediocampista,Brazil,1
P-80898,Goran Đorović,Đorović,Goran,1971-11-11,Defensa,Yugoslavia,1
P-16278,Dorst,Dorst,not applicable,not available,Defensa,Dutch East Indies,1
P-77047,Giovani dos Santos,dos Santos,Giovani,1989-05-11,Mediocampista / Delantero,Mexico,3
P-09951,Jonathan dos Santos,dos Santos,Jonathan,1990-04-26,Mediocampista,Mexico,1
P-35595,Julio dos Santos,dos Santos,Julio,1983-05-07,Mediocampista,Paraguay,1
P-72980,Giuseppe Dossena,Dossena,Giuseppe,1958-05-02,Mediocampista,Italy,1
P-12652,Thomas Dossevi,Dossevi,Thomas,1979-03-06,Mediocampista,Togo,1
P-15853,Derek Dougan,Dougan,Derek,1938-01-20,Delantero,Northern Ireland,1
P-84663,Bryan Douglas,Douglas,Bryan,1934-05-27,Mediocampista / Delantero,England,2
P-12437,Jimmy Douglas,Douglas,Jimmy,1898-01-12,Portero,United States,1
P-08451,Yvon Douis,Douis,Yvon,1935-05-16,Delantero,France,1
P-63253,Seydou Doumbia,Doumbia,Seydou,1987-12-31,Delantero,Ivory Coast,1
P-86227,Stewart Downing,Downing,Stewart,1984-07-22,Mediocampista,England,1
P-53572,John Doyle,Doyle,John,1966-03-16,Defensa,United States,1
P-49094,Mohamed Dräger,Dräger,Mohamed,1996-06-25,Defensa,Tunisia,1
P-33225,Vasil Dragolov,Dragolov,Vasil,1962-08-17,Delantero,Bulgaria,1
P-50226,Ivica Dragutinović,Dragutinović,Ivica,1975-11-13,Defensa,Serbia and Montenegro,1
P-51458,Haminu Draman,Draman,Haminu,1986-04-01,Mediocampista,Ghana,1
P-21524,Julian Draxler,Draxler,Julian,1993-09-20,Mediocampista,Germany,2
P-29426,Wolfgang Dremmler,Dremmler,Wolfgang,1954-07-12,Mediocampista,West Germany,1
P-33690,Nacerdine Drid,Drid,Nacerdine,1957-01-22,Portero,Algeria,1
P-82650,Marcel Dries,Dries,Marcel,1929-09-19,Defensa,Belgium,1
P-07453,Josip Drmić,Drmić,Josip,1992-08-08,Delantero,Switzerland,2
P-99466,Didier Drogba,Drogba,Didier,1978-03-11,Delantero,Ivory Coast,3
P-22639,Daaf Drok,Drok,Daaf,1914-05-23,Delantero,Netherlands,1
P-80046,Dominique Dropsy,Dropsy,Dominique,1951-12-09,Portero,France,1
P-57880,Ljubinko Drulović,Drulović,Ljubinko,1968-09-11,Mediocampista,Yugoslavia,1
P-30605,Domingo Drummond,Drummond,Domingo,1957-04-14,Defensa,Honduras,1
P-56632,Jervis Drummond,Drummond,Jervis,1976-09-08,Defensa,Costa Rica,2
P-60686,Wei Du,Du,Wei,1982-02-09,Defensa,China,1
P-32834,Jaime Duarte,Duarte,Jaime,1955-02-27,Defensa,Peru,2
P-79162,Manuel Duarte,Duarte,Manuel,1943-05-20,Delantero,Portugal,1
P-97912,Óscar Duarte,Duarte,Óscar,1989-06-03,Defensa,Costa Rica,3
P-70032,Eduard Dubinski,Dubinski,Eduard,1935-04-06,Defensa,Soviet Union,1
P-26922,Rodolfo Dubó,Dubó,Rodolfo,1953-09-11,Mediocampista,Chile,1
P-62195,Peter Ducke,Ducke,Peter,1941-10-14,Delantero,East Germany,1
P-71319,Serge Ducosté,Ducosté,Serge,1944-02-04,Defensa,Haiti,1
P-08069,Duda,Duda,not applicable,1980-06-27,Mediocampista,Portugal,1
P-31849,János Dudás,Dudás,János,1911-02-13,Mediocampista,Hungary,2
P-59886,Jerzy Dudek,Dudek,Jerzy,1973-03-23,Portero,Poland,1
P-79645,Milan Dudić,Dudić,Milan,1979-11-01,Defensa,Serbia and Montenegro,1
P-02210,Dariusz Dudka,Dudka,Dariusz,1983-12-09,Mediocampista,Poland,1
P-18106,Damien Duff,Duff,Damien,1979-03-02,Mediocampista,Republic of Ireland,1
P-74065,Christophe Dugarry,Dugarry,Christophe,1972-03-24,Delantero,France,2
P-91029,Mitchell Duke,Duke,Mitchell,1991-01-18,Delantero,Australia,1
P-72969,Miroslav Đukić,Đukić,Miroslav,1966-02-19,Defensa,Yugoslavia,1
P-65453,Cristian Dulca,Dulca,Cristian,1972-09-25,Defensa,Romania,1
P-08415,Igor Duljaj,Duljaj,Igor,1979-10-29,Mediocampista,Serbia and Montenegro,1
P-97615,Denzel Dumfries,Dumfries,Denzel,1996-04-18,Defensa,Netherlands,1
P-51434,Florea Dumitrache,Dumitrache,Florea,1948-05-22,Delantero,Romania,1
P-54322,Ilie Dumitrescu,Dumitrescu,Ilie,1969-01-06,Delantero,Romania,3
P-26224,Ion Dumitru,Dumitru,Ion,1950-01-02,Defensa,Romania,1
P-32466,Dunga,Dunga,not applicable,1963-10-31,Mediocampista,Brazil,3
P-83366,Gösta Dunker,Dunker,Gösta,1905-09-16,Delantero,Sweden,1
P-00796,George Dunlop,Dunlop,George,1956-01-16,Portero,Northern Ireland,1
P-98853,Richard Dunne,Dunne,Richard,1979-09-21,Defensa,Republic of Ireland,1
P-62963,Jacques Duquesne,Duquesne,Jacques,1940-04-22,Portero,Belgium,1
P-69877,Segundo Durandal,Durandal,Segundo,1912-03-17,Defensa,Bolivia,1
P-88680,Ján Ďurica,Ďurica,Ján,1981-12-10,Defensa,Slovakia,1
P-28333,Anđelko Đuričić,Đuričić,Anđelko,1980-11-21,Portero,Serbia,1
P-79754,Filip Đuričić,Đuričić,Filip,1992-01-30,Delantero,Serbia,1
P-39265,Gordon Durie,Durie,Gordon,1965-12-06,Delantero,Scotland,2
P-38654,Vladimir Durković,Durković,Vladimir,1937-11-06,Defensa,Yugoslavia,1
P-46023,Erik Durm,Durm,Erik,1992-05-12,Defensa,Germany,1
P-73907,Jimmy Durmaz,Durmaz,Jimmy,1989-03-22,Mediocampista,Sweden,1
P-52416,Richard Dürr,Dürr,Richard,1938-12-01,Mediocampista / Delantero,Switzerland,2
P-65506,Milan Dvořák,Dvořák,Milan,1934-11-19,Delantero,Czechoslovakia,1
P-82751,Dionizije Dvornić,Dvornić,Dionizije,1926-04-27,Delantero,Yugoslavia,1
P-33846,Iliya Dyakov,Dyakov,Iliya,1963-09-28,Defensa,Bulgaria,1
P-28151,Paulo Dybala,Dybala,Paulo,1993-11-15,Delantero,Argentina,2
P-34406,Kieron Dyer,Dyer,Kieron,1978-12-29,Mediocampista,England,1
P-13873,Ewald Dytko,Dytko,Ewald,1914-10-18,Mediocampista,Poland,1
P-69896,Alan Dzagoev,Dzagoev,Alan,1990-06-17,Mediocampista,Russia,2
P-88088,Dragan Džajić,Džajić,Dragan,1946-05-30,Delantero,Yugoslavia,1
P-31839,Edin Džeko,Džeko,Edin,1986-03-17,Delantero,Bosnia and Herzegovina,1
P-35818,Blerim Džemaili,Džemaili,Blerim,1986-04-12,Mediocampista,Switzerland,3
P-17582,Dariusz Dziekanowski,Dziekanowski,Dariusz,1962-09-30,Delantero,Poland,1
P-46048,Elvedin Džinić,Džinić,Elvedin,1985-08-25,Defensa,Slovenia,1
P-17208,Marek Dziuba,Dziuba,Marek,1955-12-19,Defensa,Poland,1
P-70748,Revaz Dzodzuashvili,Dzodzuashvili,Revaz,1945-04-15,Defensa,Soviet Union,1
P-37840,Artem Dzyuba,Dzyuba,Artem,1988-08-22,Delantero,Russia,1
P-16421,Robbie Earle,Earle,Robbie,1965-01-27,Mediocampista,Jamaica,1
P-97255,George Eastham,Eastham,George,1936-09-23,Mediocampista,England,2
P-93395,Ernest Ebongué,Ebongué,Ernest,1962-05-15,Delantero,Cameroon,1
P-02759,Enzo Ebosse,Ebosse,Enzo,1999-03-11,Defensa,Cameroon,1
P-92316,Emmanuel Eboué,Eboué,Emmanuel,1983-06-04,Defensa,Ivory Coast,2
P-60139,Omid Ebrahimi,Ebrahimi,Omid,1987-09-16,Mediocampista,Iran,1
P-12630,Tyronne Ebuehi,Ebuehi,Tyronne,1995-12-16,Defensa,Nigeria,1
P-31884,Bertin Ebwellé,Ebwellé,Bertin,1962-09-11,Defensa,Cameroon,1
P-25462,Eligio Echagüe,Echagüe,Eligio,1938-12-31,Defensa,Paraguay,1
P-00987,Luis María Echeberría,Echeberría,Luis María,1940-03-24,Defensa,Spain,1
P-48377,Héctor Echeverry,Echeverry,Héctor,1938-04-10,Defensa,Colombia,1
P-45065,Elderson Echiéjilé,Echiéjilé,Elderson,1988-01-20,Defensa,Nigeria,2
P-61483,Horst Eckel,Eckel,Horst,1932-02-08,Mediocampista,West Germany,2
P-05485,Bill Eckersley,Eckersley,Bill,1925-07-16,Defensa,England,1
P-36201,Norbert Eder,Eder,Norbert,1955-11-07,Defensa,West Germany,1
P-20926,Eder,Eder,not applicable,1987-12-22,Delantero,Portugal,1
P-39132,Éder,Éder,not applicable,1957-05-25,Delantero,Brazil,1
P-89248,Ederson,Ederson,not applicable,1993-08-17,Portero,Brazil,2
P-71619,Edevaldo,Edevaldo,not applicable,1958-01-28,Defensa,Brazil,1
P-26695,Edílson,Edílson,not applicable,1971-09-17,Delantero,Brazil,1
P-12950,Edinho,Edinho,not applicable,1955-06-05,Defensa,Brazil,3
P-30573,Edivaldo,Edivaldo,not applicable,1962-04-13,Delantero,Brazil,1
P-35312,Erik Edman,Edman,Erik,1978-11-11,Defensa,Sweden,2
P-09270,Edmílson,Edmílson,not applicable,1976-07-10,Defensa,Brazil,1
P-24526,Edmundo,Edmundo,not applicable,1971-04-02,Delantero,Brazil,1
P-33125,Édson,Édson,not applicable,1959-07-03,Defensa,Brazil,1
P-39318,Ralf Edström,Edström,Ralf,1952-10-07,Delantero,Sweden,2
P-48341,Maurice Edu,Edu,Maurice,1986-04-18,Mediocampista,United States,1
P-49805,Edu,Edu,not applicable,1949-08-06,Delantero,Brazil,3
P-37990,Eduardo,Eduardo,not applicable,1982-09-19,Portero,Portugal,2
P-15665,Eduardo,Eduardo,not applicable,1983-02-25,Delantero,Croatia,1
P-52850,Carlos Edwards,Edwards,Carlos,1978-10-24,Mediocampista,Trinidad and Tobago,1
P-60343,Federico Edwards,Edwards,Federico,1931-01-25,Defensa,Argentina,1
P-72420,Trevor Edwards,Edwards,Trevor,1937-01-24,Defensa,Wales,1
P-61872,Stefan Effenberg,Effenberg,Stefan,1968-08-02,Mediocampista,Germany,1
P-59890,Dan Eggen,Eggen,Dan,1970-01-13,Defensa,Norway,2
P-31548,Mario Eggimann,Eggimann,Mario,1981-01-24,Defensa,Switzerland,1
P-44178,Oliver Eggimann,Eggimann,Oliver,1919-01-28,Mediocampista,Switzerland,2
P-12283,André Egli,Egli,André,1958-05-08,Defensa,Switzerland,1
P-39450,Augustine Eguavoen,Eguavoen,Augustine,1965-08-19,Defensa,Nigeria,2
P-50741,Sebastián Eguren,Eguren,Sebastián,1981-01-08,Mediocampista,Uruguay,1
P-40374,Azubuike Egwuekwe,Egwuekwe,Azubuike,1989-07-16,Defensa,Nigeria,1
P-64611,Walter Eich,Eich,Walter,1925-05-27,Portero,Switzerland,1
P-72794,Eric Eichmann,Eichmann,Eric,1965-05-07,Delantero,United States,1
P-11454,Léo Eichmann,Eichmann,Léo,1936-12-24,Portero,Switzerland,1
P-10496,Saber Eid,Eid,Saber,1959-05-01,Mediocampista,Egypt,1
P-20672,Alfred Eisenbeisser,Eisenbeisser,Alfred,1908-04-07,Mediocampista,Romania,1
P-57117,Ignacio Eizaguirre,Eizaguirre,Ignacio,1920-11-07,Portero,Spain,1
P-71589,Inge Ejderstedt,Ejderstedt,Inge,1946-12-24,Mediocampista / Delantero,Sweden,2
P-47983,Austin Ejide,Ejide,Austin,1984-04-08,Portero,Nigeria,3
P-22123,Eric Ejiofor,Ejiofor,Eric,1979-07-21,Defensa,Nigeria,1
P-20019,Albin Ekdal,Ekdal,Albin,1989-07-28,Mediocampista,Sweden,1
P-41084,Eugène Ekéké,Ekéké,Eugène,1960-05-30,Delantero,Cameroon,1
P-33542,Samuel Ekemé,Ekemé,Samuel,1966-07-12,Defensa,Cameroon,1
P-25326,Bülent Eken,Eken,Bülent,1934-01-01,Portero,Turkey,1
P-28534,Mbungu Ekofa,Ekofa,Mbungu,1948-11-24,Delantero,Zaire,1
P-95888,Efan Ekoku,Ekoku,Efan,1967-06-08,Delantero,Nigeria,1
P-49027,Sherif Ekramy,Ekramy,Sherif,1983-07-10,Portero,Egypt,1
P-60456,Johnny Ekström,Ekström,Johnny,1965-03-05,Delantero,Sweden,1
P-62364,Karim El Ahmadi,El Ahmadi,Karim,1985-01-27,Mediocampista,Morocco,1
P-95808,Mustafa El Biyaz,El Biyaz,Mustafa,1960-12-12,Defensa,Morocco,1
P-62026,Abdelkader El Brazi,El Brazi,Abdelkader,1964-11-05,Portero,Morocco,1
P-37859,Mohammed El Filali,El Filali,Mohammed,1945-07-09,Delantero,Morocco,1
P-32448,Essam El Hadary,El Hadary,Essam,1973-01-15,Portero,Egypt,1
P-13902,Mouncif El Haddaoui,El Haddaoui,Mouncif,1964-10-21,Mediocampista,Morocco,1
P-37917,Mustafa El Haddaoui,El Haddaoui,Mustafa,1961-07-28,Mediocampista,Morocco,2
P-93051,Larbi El Hadi,El Hadi,Larbi,1961-05-27,Portero,Algeria,1
P-19991,Abdelkrim El Hadrioui,El Hadrioui,Abdelkrim,1972-03-06,Defensa,Morocco,2
P-46107,Ayoub El Kaabi,El Kaabi,Ayoub,1993-06-25,Delantero,Morocco,1
P-82124,Tahar El Khalej,El Khalej,Tahar,1968-06-16,Defensa / Mediocampista,Morocco,2
P-80656,Bilal El Khannous,El Khannous,Bilal,2004-05-10,Mediocampista,Morocco,1
P-98667,Abdelkader El Khiati,El Khiati,Abdelkader,1945-01-01,Defensa,Morocco,1
P-74931,Ridha El Louze,El Louze,Ridha,1953-04-27,Defensa,Tunisia,1
P-23480,Chokri El Ouaer,El Ouaer,Chokri,1966-08-15,Portero,Tunisia,1
P-74320,Abdallah El Said,El Said,Abdallah,1985-07-13,Mediocampista,Egypt,1
P-86080,Mohamed El Shenawy,El Shenawy,Mohamed,1988-12-18,Portero,Egypt,1
P-14026,Jawad El Yamiq,El Yamiq,Jawad,1992-02-29,Defensa,Morocco,1
P-97395,Thabet El-Batal,El-Batal,Thabet,1953-09-16,Portero,Egypt,1
P-78354,Hassan El-Far,El-Far,Hassan,1913-01-01,Mediocampista,Egypt,1
P-56293,Ahmed El-Jaouachi,El-Jaouachi,Ahmed,1975-07-13,Portero,Tunisia,1
P-62813,Ali El-Kaf,El-Kaf,Ali,1906-06-15,Defensa,Egypt,1
P-41648,Ahmed El-Kass,El-Kass,Ahmed,1965-07-08,Delantero,Egypt,1
P-76014,Mahmoud El-Nigero,El-Nigero,Mahmoud,not available,Delantero,Egypt,1
P-96407,Yacout El-Soury,El-Soury,Yacout,not available,Defensa,Egypt,1
P-50137,Eladio,Eladio,not applicable,1940-11-18,Defensa,Spain,1
P-97878,Joseph Elanga,Elanga,Joseph,1979-05-02,Mediocampista,Cameroon,1
P-78264,Elano,Elano,not applicable,1981-06-14,Mediocampista,Brazil,1
P-54429,Federico Elduayen,Elduayen,Federico,1977-06-25,Portero,Uruguay,1
P-41928,Humberto Elgueta,Elgueta,Humberto,1904-09-10,Mediocampista,Chile,1
P-12995,Eljero Elia,Elia,Eljero,1987-02-13,Delantero,Netherlands,1
P-80057,Ali Elkhattabi,Elkhattabi,Ali,1977-01-17,Mediocampista,Morocco,1
P-36502,Preben Elkjær,Elkjær,Preben,1957-09-11,Delantero,Denmark,1
P-14701,Matt Elliott,Elliott,Matt,1968-11-01,Defensa,Scotland,1
P-53863,Simon Elliott,Elliott,Simon,1974-06-10,Mediocampista,New Zealand,1
P-79017,Johan Elmander,Elmander,Johan,1981-05-27,Delantero,Sweden,1
P-49004,Ahmed Elmohamady,Elmohamady,Ahmed,1987-09-09,Defensa,Egypt,1
P-60871,Mohamed Elneny,Elneny,Mohamed,1992-07-11,Mediocampista,Egypt,1
P-74307,Eloy,Eloy,not applicable,1964-07-10,Delantero,Spain,1
P-15562,Adrian Elrick,Elrick,Adrian,1949-09-29,Defensa,New Zealand,1
P-70926,Karl Elsener,Elsener,Karl,1934-08-13,Portero,Switzerland,2
P-08736,John Elsworthy,Elsworthy,John,1931-07-26,Mediocampista,Wales,1
P-19193,Nico Elvedi,Elvedi,Nico,1996-09-30,Defensa,Switzerland,2
P-69827,Ely,Ely,not applicable,1921-05-14,Mediocampista,Brazil,2
P-50408,Elzo,Elzo,not applicable,1961-01-22,Mediocampista,Brazil,1
P-96890,Achille Emaná,Emaná,Achille,1982-06-05,Mediocampista,Cameroon,1
P-43560,David Embé,Embé,David,1973-11-13,Delantero,Cameroon,1
P-19075,Breel Embolo,Embolo,Breel,1997-02-14,Delantero,Switzerland,2
P-74911,Michael Emenalo,Emenalo,Michael,1965-07-14,Defensa,Nigeria,1
P-95567,Emmanuel Emenike,Emenike,Emmanuel,1987-05-10,Delantero,Nigeria,1
P-52008,Emerson,Emerson,not applicable,1976-04-04,Mediocampista,Brazil,2
P-83566,Brett Emerton,Emerton,Brett,1979-02-22,Defensa / Mediocampista,Australia,2
P-32446,Lothar Emmerich,Emmerich,Lothar,1941-11-29,Delantero,West Germany,1
P-35636,Marc Emmers,Emmers,Marc,1966-02-25,Mediocampista,Belgium,2
P-42517,Youssef En-Nesyri,En-Nesyri,Youssef,1997-06-01,Delantero,Morocco,2
P-52069,Joseph Enanga,Enanga,Joseph,1958-08-28,Mediocampista,Cameroon,1
P-64146,Reza Enayati,Enayati,Reza,1976-09-23,Delantero,Iran,1
P-52469,Julio César Enciso,Enciso,Julio César,1974-08-05,Mediocampista,Paraguay,1
P-53282,Wataru Endo,Endo,Wataru,1993-02-09,Defensa / Mediocampista,Japan,2
P-61292,Yasuhito Endō,Endō,Yasuhito,1980-01-28,Mediocampista,Japan,3
P-41303,Thomas Enevoldsen,Enevoldsen,Thomas,1987-07-27,Mediocampista,Denmark,1
P-69227,Bruno Engelmeier,Engelmeier,Bruno,1927-09-05,Portero,Austria,1
P-39771,Stephan Engels,Engels,Stephan,1960-09-06,Mediocampista,West Germany,1
P-42565,Gaëtan Englebert,Englebert,Gaëtan,1976-06-11,Mediocampista,Belgium,1
P-02017,Leif Engqvist,Engqvist,Leif,1962-07-30,Mediocampista,Sweden,1
P-48455,Eyong Enoh,Enoh,Eyong,1986-03-23,Mediocampista,Cameroon,2
P-96632,Edmond Enoka,Enoka,Edmond,1955-12-17,Defensa,Cameroon,1
P-70033,Héctor Enrique,Enrique,Héctor,1962-04-26,Mediocampista,Argentina,1
P-38878,Luis Enrique,Enrique,Luis,1970-05-08,Mediocampista,Spain,3
P-39249,Vincent Enyeama,Enyeama,Vincent,1982-08-29,Portero,Nigeria,3
P-60079,Joël Epalle,Epalle,Joël,1978-02-20,Mediocampista,Cameroon,1
P-70357,Devis Epassy,Epassy,Devis,1993-02-02,Portero,Cameroon,1
P-55665,Strahinja Eraković,Eraković,Strahinja,2001-01-22,Defensa,Serbia,1
P-53024,Affo Erassa,Erassa,Affo,1983-02-19,Delantero,Togo,1
P-52676,Frickson Erazo,Erazo,Frickson,1988-05-05,Defensa,Ecuador,1
P-58069,Abdullah Ercan,Ercan,Abdullah,1971-12-08,Mediocampista,Turkey,1
P-37782,Arif Erdem,Erdem,Arif,1972-01-02,Delantero,Turkey,1
P-88221,Naci Erdem,Erdem,Naci,1931-01-28,Defensa,Turkey,1
P-41907,Ivan Ergić,Ergić,Ivan,1981-01-21,Mediocampista,Serbia and Montenegro,1
P-34121,Herbert Erhardt,Erhardt,Herbert,1930-07-06,Defensa,West Germany,3
P-50104,Christian Eriksen,Eriksen,Christian,1992-02-14,Mediocampista,Denmark,3
P-92292,John Eriksen,Eriksen,John,1957-11-20,Delantero,Denmark,1
P-47235,Nils Eriksen,Eriksen,Nils,1911-03-05,Defensa,Norway,1
P-71253,Ivar Eriksson,Eriksson,Ivar,1909-12-25,Defensa,Sweden,1
P-39219,Jan Eriksson,Eriksson,Jan,1967-08-24,Defensa,Sweden,1
P-41130,Lars Eriksson,Eriksson,Lars,1965-09-21,Portero,Sweden,2
P-61735,Leif Eriksson,Eriksson,Leif,1942-03-20,Mediocampista,Sweden,1
P-52124,Ingemar Erlandsson,Erlandsson,Ingemar,1957-11-16,Defensa,Sweden,1
P-01196,Martin Erlić,Erlić,Martin,1998-01-24,Defensa,Croatia,1
P-39634,Magnus Erlingmark,Erlingmark,Magnus,1968-07-08,Defensa,Sweden,1
P-38003,Şükrü Ersoy,Ersoy,Şükrü,1934-01-14,Portero,Turkey,1
P-04447,Mustafa Ertan,Ertan,Mustafa,1926-04-21,Defensa,Turkey,1
P-58180,Rober Eryol,Eryol,Rober,1930-12-21,Mediocampista,Turkey,1
P-82133,Guillermo Escalada,Escalada,Guillermo,1936-04-24,Delantero,Uruguay,1
P-09700,Norbert Eschmann,Eschmann,Norbert,1933-09-19,Mediocampista / Delantero,Switzerland,2
P-70177,Andrés Escobar,Escobar,Andrés,1967-03-13,Defensa,Colombia,2
P-95822,Enzo Escobar,Escobar,Enzo,1951-11-10,Defensa,Chile,1
P-79071,Eusebio Escobar,Escobar,Eusebio,1936-07-02,Delantero,Colombia,1
P-91455,Fidel Escobar,Escobar,Fidel,1995-01-09,Defensa,Panama,1
P-81025,Donis Escober,Escober,Donis,1981-02-03,Portero,Honduras,2
P-00747,Misael Escuti,Escuti,Misael,1926-12-20,Portero,Chile,1
P-61698,Andranik Eskandarian,Eskandarian,Andranik,1951-12-31,Defensa,Iran,1
P-19791,Miguel España,España,Miguel,1961-04-04,Mediocampista,Mexico,1
P-99710,Víctor Espárrago,Espárrago,Víctor,1944-10-06,Mediocampista,Uruguay,3
P-32614,César Espinoza,Espinoza,César,1900-09-28,Portero,Chile,1
P-06468,Giovanny Espinoza,Espinoza,Giovanny,1977-04-12,Defensa,Ecuador,2
P-93217,Missael Espinoza,Espinoza,Missael,1965-04-12,Mediocampista,Mexico,1
P-53060,Roger Espinoza,Espinoza,Roger,1986-10-25,Mediocampista / Delantero,Honduras,2
P-31347,Karim Essediri,Essediri,Karim,1979-07-29,Defensa,Tunisia,1
P-12805,Michael Essien,Essien,Michael,1982-12-03,Mediocampista,Ghana,2
P-14852,Fabián Estay,Estay,Fabián,1968-10-05,Mediocampista,Chile,1
P-06745,Márton Esterházy,Esterházy,Márton,1956-04-09,Delantero,Hungary,1
P-78085,Hamid Estili,Estili,Hamid,1967-04-01,Mediocampista,Iran,1
P-00522,Andrés Estrada,Estrada,Andrés,1967-11-12,Mediocampista,Colombia,1
P-53398,Carlos Estrada,Estrada,Carlos,1961-11-01,Delantero,Colombia,1
P-08305,Marco Estrada,Estrada,Marco,1983-05-28,Mediocampista,Chile,1
P-44851,Michael Estrada,Estrada,Michael,1996-04-07,Delantero,Ecuador,1
P-52697,Pervis Estupiñán,Estupiñán,Pervis,1998-01-21,Defensa,Ecuador,1
P-22812,Marco Etcheverry,Etcheverry,Marco,1970-09-26,Mediocampista,Bolivia,1
P-08814,Romildo Etcheverry,Etcheverry,Romildo,not available,Mediocampista,Paraguay,1
P-62455,Peter Etebo,Etebo,Peter,1995-11-09,Mediocampista,Nigeria,1
P-11236,Kakoko Etepe,Etepe,Kakoko,1950-11-22,Delantero,Zaire,1
P-61703,Samuel Eto'o,Eto'o,Samuel,1981-03-10,Delantero,Cameroon,4
P-98948,Jean-Luc Ettori,Ettori,Jean-Luc,1955-07-29,Portero,France,1
P-96711,Dickson Etuhu,Etuhu,Dickson,1982-06-08,Mediocampista,Nigeria,1
P-93745,Joseba Etxeberria,Etxeberria,Joseba,1977-09-05,Mediocampista,Spain,1
P-74747,Eusébio,Eusébio,not applicable,1942-01-25,Delantero,Portugal,1
P-28794,Stephen Eustáquio,Eustáquio,Stephen,1996-12-21,Mediocampista,Canada,1
P-38178,Alberigo Evani,Evani,Alberigo,1963-01-01,Mediocampista,Italy,1
P-53126,Allan Evans,Evans,Allan,1956-10-12,Defensa,Scotland,1
P-25807,Bobby Evans,Evans,Bobby,1927-07-16,Defensa,Scotland,2
P-97369,Paul Evans,Evans,Paul,1973-12-28,Portero,South Africa,1
P-30543,Juan Evaristo,Evaristo,Juan,1902-06-20,Mediocampista,Argentina,1
P-23897,Mario Evaristo,Evaristo,Mario,1908-12-10,Delantero,Argentina,1
P-27277,Everaldo,Everaldo,not applicable,1944-09-11,Defensa,Brazil,1
P-72916,Patrice Evra,Evra,Patrice,1981-05-15,Defensa,France,2
P-09507,Hólmar Örn Eyjólfsson,Eyjólfsson,Hólmar Örn,1990-08-06,Defensa,Iceland,1
P-39692,Oscar Eyobo,Eyobo,Oscar,1961-10-23,Delantero,Cameroon,1
P-15923,Luis Eyzaguirre,Eyzaguirre,Luis,1939-06-22,Defensa,Chile,2
P-95374,Saeid Ezatolahi,Ezatolahi,Saeid,1996-10-01,Mediocampista,Iran,2
P-51723,Ikechukwu Ezenwa,Ezenwa,Ikechukwu,1988-10-16,Portero,Nigeria,1
P-26103,Emeka Ezeugo,Ezeugo,Emeka,1965-12-16,Defensa,Nigeria,1
P-21052,Abde Ezzalzouli,Ezzalzouli,Abde,2001-12-17,Delantero,Morocco,1
P-64003,Néstor Fabbri,Fabbri,Néstor,1968-04-29,Defensa,Argentina,1
P-36687,Marco Fabián,Fabián,Marco,1989-07-21,Mediocampista / Delantero,Mexico,2
P-98528,Luís Fabiano,Fabiano,Luís,1980-11-08,Delantero,Brazil,1
P-57476,Łukasz Fabiański,Fabiański,Łukasz,1985-04-18,Portero,Poland,2
P-77071,Fabinho,Fabinho,not applicable,1993-10-23,Mediocampista,Brazil,1
P-81297,Cesc Fàbregas,Fàbregas,Cesc,1987-05-04,Mediocampista,Spain,3
P-68170,Giacinto Facchetti,Facchetti,Giacinto,1942-07-18,Defensa,Italy,3
P-14074,Héctor Facundo,Facundo,Héctor,1937-11-02,Delantero,Argentina,1
P-62977,Khalilou Fadiga,Fadiga,Khalilou,1974-12-30,Mediocampista,Senegal,1
P-75161,Jalili Fadili,Fadili,Jalili,1940-01-01,Defensa,Morocco,1
P-14259,Emerse Faé,Faé,Emerse,1984-01-24,Mediocampista,Ivory Coast,1
P-61413,Wout Faes,Faes,Wout,1998-04-03,Defensa,Belgium,1
P-97493,Fagner,Fagner,not applicable,1989-06-11,Defensa,Brazil,1
P-47601,Ramón Fagoaga,Fagoaga,Ramón,1952-01-12,Defensa,El Salvador,1
P-82850,Aziz Fahmy,Fahmy,Aziz,not available,Portero,Egypt,1
P-98864,Wolfgang Fahrian,Fahrian,Wolfgang,1941-05-31,Portero,West Germany,1
P-47677,Collins Fai,Fai,Collins,1992-08-13,Defensa,Cameroon,1
P-75417,Luis Fajardo,Fajardo,Luis,1963-08-18,Mediocampista,Colombia,1
P-46039,Fayçal Fajr,Fajr,Fayçal,1988-08-01,Mediocampista,Morocco,1
P-74655,Radamel Falcao,Falcao,Radamel,1986-02-10,Delantero,Colombia,1
P-35736,Falcão,Falcão,not applicable,1953-10-16,Mediocampista,Brazil,2
P-45067,Yuri Falin,Falin,Yuri,1937-04-02,Delantero,Soviet Union,1
P-20963,Rory Fallon,Fallon,Rory,1982-03-20,Delantero,New Zealand,1
P-24535,Zhiyi Fan,Fan,Zhiyi,1969-11-06,Defensa,China,1
P-14915,Hossein Faraki,Faraki,Hossein,1956-04-19,Delantero,Iran,1
P-89897,Ahmed Faras,Faras,Ahmed,1946-12-07,Delantero,Morocco,1
P-70132,Jefferson Farfán,Farfán,Jefferson,1984-10-26,Delantero,Peru,1
P-09921,Salvador Farfán,Farfán,Salvador,1932-06-22,Mediocampista,Mexico,1
